timestamp,machine_id,category,issue_description,severity,location
2025-01-31 09:46:27.720990,M993,Assembly Line,Spot welding machine misfire,Low,North Ashley
2025-02-17 11:51:17.445148,M190,Logistics & Storage,Inventory mismatch in parts database,Low,Taylorshire
2025-01-29 11:37:59.018933,M884,Assembly Line,Spot welding machine misfire,High,East Scottstad
2025-01-02 20:01:24.349656,M626,Machinery & Equipment,Lathe machine spindle failure,High,Owensside
2025-01-14 07:09:13.966944,M530,Machinery & Equipment,Lathe machine spindle failure,High,Davidberg
2025-02-16 07:45:27.903304,M540,Machinery & Equipment,Lathe machine spindle failure,High,East Lindsay
2025-01-09 12:01:09.633389,M395,Assembly Line,Spot welding machine misfire,Low,New Deborah
2025-02-01 22:50:19.110271,M468,Assembly Line,Robotic arm calibration failure,High,Tranland
2025-01-15 06:03:57.968683,M698,Assembly Line,Paint sprayer clogging,Medium,North Zacharyville
2025-01-22 09:07:52.211539,M704,Machinery & Equipment,Injection molding machine nozzle clog,High,West Darlenehaven
2025-01-31 10:38:45.629056,M426,Logistics & Storage,Forklift fuel leakage,Low,Jenkinsstad
2025-01-22 07:23:12.723565,M858,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Elizabethstad
2025-01-02 10:37:27.766061,M136,Parts & Supply,Engine block casting defects,Medium,Smithshire
2025-02-22 12:14:12.680831,M320,Machinery & Equipment,CNC machine overheating,High,Dannystad
2025-02-25 01:09:43.524573,M851,Assembly Line,Robotic arm calibration failure,High,New Elizabethport
2025-01-06 04:43:11.599859,M202,Assembly Line,Spot welding machine misfire,Medium,East Courtneyfort
2025-01-25 11:40:38.539669,M779,Machinery & Equipment,CNC machine overheating,High,Leefort
2025-01-18 22:33:33.999212,M623,Assembly Line,Spot welding machine misfire,High,Lake Kellyport
2025-02-19 06:03:36.659772,M503,Machinery & Equipment,CNC machine overheating,High,New Josephland
2025-02-10 04:37:47.687196,M779,Logistics & Storage,Barcode scanner failure in warehouse,High,Elijahtown
2025-02-07 17:49:55.082667,M158,Parts & Supply,Delayed shipment of brake pads,Low,West Tracychester
2025-03-03 10:01:29.227690,M711,Logistics & Storage,Barcode scanner failure in warehouse,High,Whitneyport
2025-01-20 07:57:05.356454,M124,Assembly Line,Spot welding machine misfire,High,North Christinaside
2025-02-02 18:11:02.386025,M162,Assembly Line,Conveyor belt misalignment,Medium,Smithhaven
2025-01-08 16:48:24.896895,M464,Parts & Supply,Defective windshield batch,Medium,West Kennethside
2025-02-13 00:37:55.412931,M593,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,New Staceymouth
2025-01-01 23:38:20.358132,M983,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Christophertown
2025-02-22 06:14:17.301421,M886,Logistics & Storage,Forklift fuel leakage,Low,West Meganton
2025-01-12 01:12:08.914518,M389,Assembly Line,Conveyor belt misalignment,Medium,South Kevin
2025-03-01 23:50:17.044408,M523,Logistics & Storage,Inventory mismatch in parts database,Low,Rachelhaven
2025-01-12 05:42:32.000427,M208,Logistics & Storage,Inventory mismatch in parts database,Low,Chelseatown
2025-02-18 22:02:05.789914,M679,Machinery & Equipment,Lathe machine spindle failure,High,West Mark
2025-01-07 00:07:18.615881,M763,Assembly Line,Conveyor belt misalignment,Medium,Deleonberg
2025-02-13 09:54:47.680972,M419,Machinery & Equipment,Hydraulic press pressure loss,Low,Lake Alicia
2025-03-02 03:55:09.898286,M899,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,East Amy
2025-01-21 14:59:46.573289,M920,Logistics & Storage,Inventory mismatch in parts database,Low,Watkinsburgh
2025-01-09 23:40:34.752205,M958,Logistics & Storage,Tire storage humidity too high,High,South Bradleyfort
2025-01-02 03:06:01.547671,M792,Assembly Line,Robotic arm calibration failure,High,Clementsland
2025-01-28 10:34:08.002870,M679,Assembly Line,Conveyor belt misalignment,Medium,Lindaburgh
2025-02-03 08:40:40.090413,M702,Parts & Supply,Defective windshield batch,Medium,Chadbury
2025-02-28 00:51:23.403255,M796,Assembly Line,Robotic arm calibration failure,High,Shellymouth
2025-01-27 17:31:53.194098,M610,Assembly Line,Paint sprayer clogging,Medium,New Linda
2025-03-05 12:44:09.623997,M437,Sensor & Electrical,Faulty RFID scanner at inventory check,High,East Sethstad
2025-02-04 00:22:21.061580,M412,Parts & Supply,Incorrect tire specifications received,Low,Sawyershire
2025-02-14 12:12:58.701886,M965,Machinery & Equipment,CNC machine overheating,High,West Elaine
2025-01-15 01:56:04.416395,M813,Parts & Supply,Delayed shipment of brake pads,Low,East Nicholas
2025-01-27 10:36:50.922199,M678,Machinery & Equipment,Lathe machine spindle failure,High,Lawrenceberg
2025-01-09 11:31:52.059462,M586,Logistics & Storage,Forklift fuel leakage,Low,Port Stephanie
2025-01-09 15:38:08.147027,M897,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Mcclainberg
2025-02-04 13:10:34.468353,M256,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Phillipsside
2025-01-30 09:04:49.344675,M972,Parts & Supply,Engine block casting defects,Medium,West Johnny
2025-01-11 05:26:35.570699,M114,Logistics & Storage,Tire storage humidity too high,High,Lopezhaven
2025-02-15 20:37:00.923941,M574,Machinery & Equipment,Injection molding machine nozzle clog,Low,Christopherland
2025-01-13 02:47:20.449245,M317,Parts & Supply,Incorrect tire specifications received,Low,Christophershire
2025-01-07 08:22:40.850398,M415,Machinery & Equipment,Hydraulic press pressure loss,Low,Coopermouth
2025-01-24 17:40:46.470023,M310,Logistics & Storage,Barcode scanner failure in warehouse,High,Andreahaven
2025-03-03 05:41:43.584104,M609,Assembly Line,Paint sprayer clogging,Medium,Theresafort
2025-02-19 16:43:23.073230,M235,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Robertmouth
2025-02-03 18:52:02.781208,M365,Machinery & Equipment,CNC machine overheating,High,South Amyborough
2025-01-07 14:15:44.993726,M928,Logistics & Storage,Inventory mismatch in parts database,Low,Starkville
2025-01-04 17:29:16.501204,M119,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Lake Melissa
2025-02-18 11:30:24.258430,M895,Assembly Line,Paint sprayer clogging,Medium,Sarahborough
2025-03-03 17:36:26.990798,M537,Logistics & Storage,Forklift fuel leakage,Medium,Christiechester
2025-01-06 19:20:43.919624,M784,Machinery & Equipment,Injection molding machine nozzle clog,High,Kelseyview
2025-02-27 15:45:21.969432,M363,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,New Katie
2025-02-22 03:22:08.394326,M436,Parts & Supply,Delayed shipment of brake pads,Low,Bakerborough
2025-01-11 08:25:43.969067,M216,Parts & Supply,Incorrect tire specifications received,Low,West Cory
2025-02-26 19:01:04.890647,M592,Assembly Line,Spot welding machine misfire,Low,Louisfurt
2025-02-26 22:23:45.328019,M373,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Whitefurt
2025-02-27 06:57:44.999141,M282,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Deanland
2025-01-13 11:52:28.760100,M581,Assembly Line,Conveyor belt misalignment,Medium,New Cameronshire
2025-02-10 14:09:21.239812,M319,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Barrychester
2025-02-27 00:39:37.744925,M431,Machinery & Equipment,Injection molding machine nozzle clog,High,Ralphview
2025-02-24 21:08:39.532209,M371,Assembly Line,Robotic arm calibration failure,High,Bensonton
2025-02-04 10:26:45.742490,M567,Parts & Supply,Incorrect tire specifications received,Low,Port Robertmouth
2025-02-09 19:38:40.529640,M435,Logistics & Storage,Inventory mismatch in parts database,Low,West Michelle
2025-02-07 06:14:54.914689,M886,Parts & Supply,Incorrect tire specifications received,Low,Devontown
2025-01-10 22:54:39.430395,M151,Parts & Supply,Defective windshield batch,Medium,Stonechester
2025-02-07 12:45:06.231034,M445,Parts & Supply,Engine block casting defects,Medium,Angelabury
2025-01-23 22:16:16.779897,M226,Machinery & Equipment,Hydraulic press pressure loss,Low,Hubbardtown
2025-01-24 21:24:14.368293,M397,Assembly Line,Robotic arm calibration failure,High,Martinfurt
2025-02-05 16:48:44.474445,M969,Machinery & Equipment,Hydraulic press pressure loss,Medium,Fosterfurt
2025-01-25 08:38:04.436207,M616,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Derrick
2025-01-05 08:47:10.794276,M620,Parts & Supply,Engine block casting defects,Medium,Lake Sarah
2025-02-14 03:49:29.590667,M247,Logistics & Storage,Forklift fuel leakage,Low,North Ruthland
2025-02-22 22:07:41.320554,M620,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Jacksontown
2025-02-19 10:11:54.988083,M600,Assembly Line,Paint sprayer clogging,Medium,Martinezfort
2025-02-12 00:34:54.006245,M579,Logistics & Storage,Tire storage humidity too high,High,Lauramouth
2025-01-28 03:33:57.208804,M218,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,South Kayla
2025-01-25 03:39:41.717031,M713,Parts & Supply,Delayed shipment of brake pads,Low,West Aliciabury
2025-01-15 13:32:56.212654,M577,Parts & Supply,Delayed shipment of brake pads,Low,South Ian
2025-01-04 07:16:29.767091,M444,Parts & Supply,Delayed shipment of brake pads,Low,South Larry
2025-01-16 19:38:02.776635,M865,Logistics & Storage,Barcode scanner failure in warehouse,High,Davidburgh
2025-01-21 21:19:22.461282,M183,Logistics & Storage,Barcode scanner failure in warehouse,High,Port Christopherberg
2025-02-04 12:11:06.491340,M345,Assembly Line,Robotic arm calibration failure,High,Lopezberg
2025-03-06 12:03:31.524194,M115,Machinery & Equipment,CNC machine overheating,High,Ashleyville
2025-02-11 01:44:54.859910,M250,Sensor & Electrical,Battery pack overheating in EV assembly,High,Matthewbury
2025-02-17 05:31:07.853687,M376,Assembly Line,Paint sprayer clogging,Medium,Collierfurt
2025-01-11 10:30:29.801800,M850,Logistics & Storage,Barcode scanner failure in warehouse,High,Lake Katherine
2025-01-16 22:17:27.515828,M714,Parts & Supply,Defective windshield batch,Medium,South Jesse
2025-02-18 15:50:34.964807,M243,Assembly Line,Paint sprayer clogging,Medium,Stevenport
2025-02-16 10:39:24.746132,M411,Parts & Supply,Delayed shipment of brake pads,Low,South Lauriehaven
2025-01-11 13:21:33.969085,M207,Machinery & Equipment,CNC machine overheating,High,New Trevor
2025-01-19 11:07:33.101031,M927,Logistics & Storage,Inventory mismatch in parts database,Low,South Philip
2025-02-02 20:23:50.948627,M405,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Lake Jeffreyview
2025-02-25 20:05:27.545599,M125,Parts & Supply,Delayed shipment of brake pads,Low,Perezmouth
2025-02-02 04:34:08.589949,M955,Assembly Line,Conveyor belt misalignment,Medium,East Douglasberg
2025-03-02 06:28:20.037455,M935,Assembly Line,Paint sprayer clogging,Medium,Baileymouth
2025-01-16 03:37:52.259399,M647,Parts & Supply,Incorrect tire specifications received,Low,Tracyburgh
2025-01-29 07:45:46.891849,M179,Machinery & Equipment,CNC machine overheating,High,Kruegerport
2025-01-07 00:42:41.222734,M180,Machinery & Equipment,Hydraulic press pressure loss,High,Beckymouth
2025-01-25 13:08:42.208581,M369,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Scottton
2025-01-13 05:49:39.006084,M541,Assembly Line,Robotic arm calibration failure,High,East Jason
2025-01-06 08:55:58.165469,M408,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,South Jill
2025-02-02 17:13:09.491302,M811,Sensor & Electrical,Battery pack overheating in EV assembly,High,Williamtown
2025-01-08 23:16:44.523272,M300,Machinery & Equipment,Hydraulic press pressure loss,Medium,Lake Antonioton
2025-02-18 04:04:48.444832,M965,Parts & Supply,Delayed shipment of brake pads,Low,Joshuamouth
2025-02-01 21:28:16.931649,M186,Assembly Line,Robotic arm calibration failure,High,Pachecoville
2025-02-21 17:52:26.827232,M497,Parts & Supply,Incorrect tire specifications received,Low,Romeroberg
2025-02-24 09:35:08.872687,M294,Logistics & Storage,Forklift fuel leakage,Medium,Port Johnnyville
2025-02-05 06:07:47.066486,M466,Logistics & Storage,Barcode scanner failure in warehouse,High,Lake Johnshire
2025-02-09 07:48:26.364552,M831,Logistics & Storage,Forklift fuel leakage,Medium,New Angela
2025-01-05 17:21:40.823017,M106,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,West Brittneychester
2025-02-06 21:45:51.314761,M850,Logistics & Storage,Forklift fuel leakage,Low,Jerrymouth
2025-01-20 00:59:33.900399,M820,Machinery & Equipment,CNC machine overheating,High,Tracyville
2025-02-16 01:12:15.570245,M635,Machinery & Equipment,Hydraulic press pressure loss,Medium,West Rhondabury
2025-02-24 17:43:57.720609,M788,Machinery & Equipment,Hydraulic press pressure loss,Medium,East Carlastad
2025-01-17 13:16:25.046934,M506,Logistics & Storage,Tire storage humidity too high,Medium,Cannonview
2025-02-16 18:37:12.425875,M891,Assembly Line,Robotic arm calibration failure,High,North Daisyland
2025-01-20 02:54:52.595049,M118,Assembly Line,Conveyor belt misalignment,Medium,Millerfort
2025-02-17 00:40:54.370610,M745,Sensor & Electrical,Battery pack overheating in EV assembly,High,Stephenburgh
2025-01-16 08:02:44.220890,M105,Parts & Supply,Engine block casting defects,Low,Elizabethburgh
2025-02-20 18:59:49.731716,M413,Machinery & Equipment,Lathe machine spindle failure,High,Kariside
2025-01-03 16:10:36.167553,M533,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Elliottmouth
2025-01-15 14:47:09.564950,M666,Sensor & Electrical,Battery pack overheating in EV assembly,High,Morrisland
2025-02-28 22:41:17.263425,M814,Parts & Supply,Incorrect tire specifications received,Low,Boydland
2025-01-07 05:32:37.816585,M182,Parts & Supply,Delayed shipment of brake pads,Low,Nguyenside
2025-02-01 15:37:33.644922,M361,Logistics & Storage,Barcode scanner failure in warehouse,High,West Jenna
2025-02-24 09:12:59.582517,M291,Assembly Line,Conveyor belt misalignment,Medium,New Howard
2025-01-27 19:27:03.567894,M781,Logistics & Storage,Forklift fuel leakage,Low,Mollytown
2025-01-21 13:41:15.051694,M260,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Anthony
2025-01-09 05:38:05.520410,M142,Logistics & Storage,Inventory mismatch in parts database,Low,Port Natasha
2025-02-20 15:40:23.891642,M501,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Melissaside
2025-02-27 06:08:29.766760,M334,Logistics & Storage,Barcode scanner failure in warehouse,High,Elizabethbury
2025-02-10 07:09:38.148398,M181,Logistics & Storage,Barcode scanner failure in warehouse,High,Patriciachester
2025-01-29 03:16:37.822799,M655,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,East Ashley
2025-01-30 08:46:33.837008,M881,Machinery & Equipment,Hydraulic press pressure loss,Medium,South Anthonymouth
2025-02-15 12:53:18.079036,M519,Logistics & Storage,Tire storage humidity too high,Medium,Douglasfort
2025-01-06 03:56:17.699335,M197,Logistics & Storage,Barcode scanner failure in warehouse,High,Robertborough
2025-02-08 20:04:44.821379,M103,Parts & Supply,Incorrect tire specifications received,Low,Port Vincent
2025-01-05 23:11:07.742158,M587,Logistics & Storage,Inventory mismatch in parts database,Low,Richardborough
2025-01-18 19:23:07.400060,M286,Logistics & Storage,Forklift fuel leakage,Low,South Juliahaven
2025-02-02 11:15:18.333420,M178,Logistics & Storage,Forklift fuel leakage,High,Muellerton
2025-03-05 00:46:58.862958,M474,Assembly Line,Robotic arm calibration failure,High,Gavinside
2025-02-05 13:38:19.453844,M766,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Craigfort
2025-01-29 17:17:58.152576,M467,Machinery & Equipment,Lathe machine spindle failure,High,Shawnview
2025-02-28 14:31:53.694363,M963,Logistics & Storage,Tire storage humidity too high,Low,Rodriguezhaven
2025-02-08 11:33:25.741368,M833,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Lake Cynthiafort
2025-01-05 12:27:06.186056,M987,Logistics & Storage,Forklift fuel leakage,High,Strongborough
2025-01-21 20:28:01.050831,M920,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,East Jennifer
2025-01-13 03:33:29.184581,M222,Parts & Supply,Engine block casting defects,Medium,Johnsonport
2025-02-22 02:28:07.649814,M335,Assembly Line,Robotic arm calibration failure,High,Amberfurt
2025-02-25 10:35:10.555759,M921,Logistics & Storage,Forklift fuel leakage,High,North Zachary
2025-01-08 00:21:35.924723,M501,Parts & Supply,Defective windshield batch,Medium,Carolinehaven
2025-02-17 07:31:17.427098,M218,Machinery & Equipment,CNC machine overheating,High,West Albert
2025-03-05 16:04:17.202977,M258,Logistics & Storage,Tire storage humidity too high,Medium,East Kerri
2025-01-23 10:33:20.528705,M959,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Michaelfurt
2025-01-18 14:43:29.724730,M856,Logistics & Storage,Tire storage humidity too high,Medium,Jenniferstad
